CALENDAR_YEAR,LOCATION_ID,LOCATION,RACE,RACE ALONE OR IN COMBINATION,EXPERIENCING_HOMELESSNESS_CNT
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,*
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",White,Race Alone,510
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",White,Race Combination,129
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Multiple Race,Race Alone,142
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Multiple Race,Race Combination,142
2021,CA-531,Nevada County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,*
2021,CA-531,Nevada County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,45
2021,CA-531,Nevada County CoC,Asian or Asian American,Race Alone,*
2021,CA-531,Nevada County CoC,Asian or Asian American,Race Combination,*
2021,CA-531,Nevada County CoC,"Black, African American, or African",Race Alone,*
2021,CA-531,Nevada County CoC,"Black, African American, or African",Race Combination,*
2021,CA-531,Nevada County CoC,Hispanic/Latina/e/o,Race Alone,*
2021,CA-531,Nevada County CoC,Hispanic/Latina/e/o,Race Combination,68
2021,CA-531,Nevada County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-531,Nevada County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2021,CA-531,Nevada County CoC,White,Race Alone,526
2021,CA-531,Nevada County CoC,White,Race Combination,96
2021,CA-531,Nevada County CoC,Multiple Race,Race Alone,107
2021,CA-531,Nevada County CoC,Multiple Race,Race Combination,107
2021,CA-600,Los Angeles County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,559
2021,CA-600,Los Angeles County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,1704
2021,CA-600,Los Angeles County CoC,Asian or Asian American,Race Alone,1077
2021,CA-600,Los Angeles County CoC,Asian or Asian American,Race Combination,297
2021,CA-600,Los Angeles County CoC,"Black, African American, or African",Race Alone,30331
2021,CA-600,Los Angeles County CoC,"Black, African American, or African",Race Combination,2322
2021,CA-600,Los Angeles County CoC,Hispanic/Latina/e/o,Race Alone,4486
2021,CA-600,Los Angeles County CoC,Hispanic/Latina/e/o,Race Combination,27258
2021,CA-600,Los Angeles County CoC,Native Hawaiian or Pacific Islander,Race Alone,408
2021,CA-600,Los Angeles County CoC,Native Hawaiian or Pacific Islander,Race Combination,499
2021,CA-600,Los Angeles County CoC,White,Race Alone,17282
2021,CA-600,Los Angeles County CoC,White,Race Combination,25608
2021,CA-600,Los Angeles County CoC,Multiple Race,Race Alone,28462
2021,CA-600,Los Angeles County CoC,Multiple Race,Race Combination,28462
2021,CA-601,San Diego County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,246
2021,CA-601,San Diego County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,576
2021,CA-601,San Diego County CoC,Asian or Asian American,Race Alone,441
2021,CA-601,San Diego County CoC,Asian or Asian American,Race Combination,173
2021,CA-601,San Diego County CoC,"Black, African American, or African",Race Alone,5138
2021,CA-601,San Diego County CoC,"Black, African American, or African",Race Combination,938
2021,CA-601,San Diego County CoC,Hispanic/Latina/e/o,Race Alone,449
2021,CA-601,San Diego County CoC,Hispanic/Latina/e/o,Race Combination,7027
2021,CA-601,San Diego County CoC,Native Hawaiian or Pacific Islander,Race Alone,249
2021,CA-601,San Diego County CoC,Native Hawaiian or Pacific Islander,Race Combination,232
2021,CA-601,San Diego County CoC,White,Race Alone,8043
2021,CA-601,San Diego County CoC,White,Race Combination,6612
2021,CA-601,San Diego County CoC,Multiple Race,Race Alone,7603
2021,CA-601,San Diego County CoC,Multiple Race,Race Combination,7603
2021,CA-602,Orange County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,96
2021,CA-602,Orange County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,515
2021,CA-602,Orange County CoC,Asian or Asian American,Race Alone,391
2021,CA-602,Orange County CoC,Asian or Asian American,Race Combination,128
2021,CA-602,Orange County CoC,"Black, African American, or African",Race Alone,1559
2021,CA-602,Orange County CoC,"Black, African American, or African",Race Combination,496
2021,CA-602,Orange County CoC,Hispanic/Latina/e/o,Race Alone,198
2021,CA-602,Orange County CoC,Hispanic/Latina/e/o,Race Combination,6518
2021,CA-602,Orange County CoC,Native Hawaiian or Pacific Islander,Race Alone,108
2021,CA-602,Orange County CoC,Native Hawaiian or Pacific Islander,Race Combination,134
2021,CA-602,Orange County CoC,White,Race Alone,5211
2021,CA-602,Orange County CoC,White,Race Combination,6220
2021,CA-602,Orange County CoC,Multiple Race,Race Alone,6886
2021,CA-602,Orange County CoC,Multiple Race,Race Combination,6886
2021,CA-603,Santa Barbara County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,36
2021,CA-603,Santa Barbara County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,214
2021,CA-603,Santa Barbara County CoC,Asian or Asian American,Race Alone,21
2021,CA-603,Santa Barbara County CoC,Asian or Asian American,Race Combination,24
2021,CA-603,Santa Barbara County CoC,"Black, African American, or African",Race Alone,212
2021,CA-603,Santa Barbara County CoC,"Black, African American, or African",Race Combination,106
2021,CA-603,Santa Barbara County CoC,Hispanic/Latina/e/o,Race Alone,40
2021,CA-603,Santa Barbara County CoC,Hispanic/Latina/e/o,Race Combination,1570
2021,CA-603,Santa Barbara County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-603,Santa Barbara County CoC,Native Hawaiian or Pacific Islander,Race Combination,22
2021,CA-603,Santa Barbara County CoC,White,Race Alone,1281
2021,CA-603,Santa Barbara County CoC,White,Race Combination,1483
2021,CA-603,Santa Barbara County CoC,Multiple Race,Race Alone,1676
2021,CA-603,Santa Barbara County CoC,Multiple Race,Race Combination,1676
2021,CA-604,Kern County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,77
2021,CA-604,Kern County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,185
2021,CA-604,Kern County CoC,Asian or Asian American,Race Alone,37
2021,CA-604,Kern County CoC,Asian or Asian American,Race Combination,28
2021,CA-604,Kern County CoC,"Black, African American, or African",Race Alone,1842
2021,CA-604,Kern County CoC,"Black, African American, or African",Race Combination,258
2021,CA-604,Kern County CoC,Hispanic/Latina/e/o,Race Alone,17
2021,CA-604,Kern County CoC,Hispanic/Latina/e/o,Race Combination,2934
2021,CA-604,Kern County CoC,Native Hawaiian or Pacific Islander,Race Alone,45
2021,CA-604,Kern County CoC,Native Hawaiian or Pacific Islander,Race Combination,28
2021,CA-604,Kern County CoC,White,Race Alone,2700
2021,CA-604,Kern County CoC,White,Race Combination,2848
2021,CA-604,Kern County CoC,Multiple Race,Race Alone,3086
2021,CA-604,Kern County CoC,Multiple Race,Race Combination,3086
2021,CA-606,Long Beach CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Alone,24
2021,CA-606,Long Beach CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Combination,58
2021,CA-606,Long Beach CoC (Los Angeles County),Asian or Asian American,Race Alone,61
2021,CA-606,Long Beach CoC (Los Angeles County),Asian or Asian American,Race Combination,17
2021,CA-606,Long Beach CoC (Los Angeles County),"Black, African American, or African",Race Alone,1393
2021,CA-606,Long Beach CoC (Los Angeles County),"Black, African American, or African",Race Combination,156
2021,CA-606,Long Beach CoC (Los Angeles County),Hispanic/Latina/e/o,Race Alone,64
2021,CA-606,Long Beach CoC (Los Angeles County),Hispanic/Latina/e/o,Race Combination,783
2021,CA-606,Long Beach CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Alone,30
2021,CA-606,Long Beach CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Combination,17
2021,CA-606,Long Beach CoC (Los Angeles County),White,Race Alone,744
2021,CA-606,Long Beach CoC (Los Angeles County),White,Race Combination,757
2021,CA-606,Long Beach CoC (Los Angeles County),Multiple Race,Race Alone,872
2021,CA-606,Long Beach CoC (Los Angeles County),Multiple Race,Race Combination,872
2021,CA-607,Pasadena CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Alone,*
2021,CA-607,Pasadena CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Combination,30
2021,CA-607,Pasadena CoC (Los Angeles County),Asian or Asian American,Race Alone,24
2021,CA-607,Pasadena CoC (Los Angeles County),Asian or Asian American,Race Combination,*
2021,CA-607,Pasadena CoC (Los Angeles County),"Black, African American, or African",Race Alone,354
2021,CA-607,Pasadena CoC (Los Angeles County),"Black, African American, or African",Race Combination,39
2021,CA-607,Pasadena CoC (Los Angeles County),Hispanic/Latina/e/o,Race Alone,18
2021,CA-607,Pasadena CoC (Los Angeles County),Hispanic/Latina/e/o,Race Combination,366
2021,CA-607,Pasadena CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-607,Pasadena CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Combination,*
2021,CA-607,Pasadena CoC (Los Angeles County),White,Race Alone,213
2021,CA-607,Pasadena CoC (Los Angeles County),White,Race Combination,334
2021,CA-607,Pasadena CoC (Los Angeles County),Multiple Race,Race Alone,383
2021,CA-607,Pasadena CoC (Los Angeles County),Multiple Race,Race Combination,383
2021,CA-608,Riverside County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,79
2021,CA-608,Riverside County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,178
2021,CA-608,Riverside County CoC,Asian or Asian American,Race Alone,67
2021,CA-608,Riverside County CoC,Asian or Asian American,Race Combination,43
2021,CA-608,Riverside County CoC,"Black, African American, or African",Race Alone,2007
2021,CA-608,Riverside County CoC,"Black, African American, or African",Race Combination,316
2021,CA-608,Riverside County CoC,Hispanic/Latina/e/o,Race Alone,29
2021,CA-608,Riverside County CoC,Hispanic/Latina/e/o,Race Combination,3318
2021,CA-608,Riverside County CoC,Native Hawaiian or Pacific Islander,Race Alone,49
2021,CA-608,Riverside County CoC,Native Hawaiian or Pacific Islander,Race Combination,50
2021,CA-608,Riverside County CoC,White,Race Alone,2649
2021,CA-608,Riverside County CoC,White,Race Combination,3211
2021,CA-608,Riverside County CoC,Multiple Race,Race Alone,3511
2021,CA-608,Riverside County CoC,Multiple Race,Race Combination,3511
2021,CA-609,San Bernardino County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,60
2021,CA-609,San Bernardino County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,196
2021,CA-609,San Bernardino County CoC,Asian or Asian American,Race Alone,39
2021,CA-609,San Bernardino County CoC,Asian or Asian American,Race Combination,45
2021,CA-609,San Bernardino County CoC,"Black, African American, or African",Race Alone,2764
2021,CA-609,San Bernardino County CoC,"Black, African American, or African",Race Combination,362
2021,CA-609,San Bernardino County CoC,Hispanic/Latina/e/o,Race Alone,113
2021,CA-609,San Bernardino County CoC,Hispanic/Latina/e/o,Race Combination,3140
2021,CA-609,San Bernardino County CoC,Native Hawaiian or Pacific Islander,Race Alone,44
2021,CA-609,San Bernardino County CoC,Native Hawaiian or Pacific Islander,Race Combination,65
2021,CA-609,San Bernardino County CoC,White,Race Alone,1704
2021,CA-609,San Bernardino County CoC,White,Race Combination,2870
2021,CA-609,San Bernardino County CoC,Multiple Race,Race Alone,3276
2021,CA-609,San Bernardino County CoC,Multiple Race,Race Combination,3276
2021,CA-611,Ventura County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,15
2021,CA-611,Ventura County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,77
2021,CA-611,Ventura County CoC,Asian or Asian American,Race Alone,21
2021,CA-611,Ventura County CoC,Asian or Asian American,Race Combination,*
2021,CA-611,Ventura County CoC,"Black, African American, or African",Race Alone,136
2021,CA-611,Ventura County CoC,"Black, African American, or African",Race Combination,44
2021,CA-611,Ventura County CoC,Hispanic/Latina/e/o,Race Alone,23
2021,CA-611,Ventura County CoC,Hispanic/Latina/e/o,Race Combination,1033
2021,CA-611,Ventura County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-611,Ventura County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2021,CA-611,Ventura County CoC,White,Race Alone,1004
2021,CA-611,Ventura County CoC,White,Race Combination,1047
2021,CA-611,Ventura County CoC,Multiple Race,Race Alone,1093
2021,CA-611,Ventura County CoC,Multiple Race,Race Combination,1093
2021,CA-612,Glendale CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Alone,*
2021,CA-612,Glendale CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Combination,14
2021,CA-612,Glendale CoC (Los Angeles County),Asian or Asian American,Race Alone,15
2021,CA-612,Glendale CoC (Los Angeles County),Asian or Asian American,Race Combination,*
2021,CA-612,Glendale CoC (Los Angeles County),"Black, African American, or African",Race Alone,177
2021,CA-612,Glendale CoC (Los Angeles County),"Black, African American, or African",Race Combination,23
2021,CA-612,Glendale CoC (Los Angeles County),Hispanic/Latina/e/o,Race Alone,*
2021,CA-612,Glendale CoC (Los Angeles County),Hispanic/Latina/e/o,Race Combination,211
2021,CA-612,Glendale CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-612,Glendale CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Combination,*
2021,CA-612,Glendale CoC (Los Angeles County),White,Race Alone,174
2021,CA-612,Glendale CoC (Los Angeles County),White,Race Combination,213
2021,CA-612,Glendale CoC (Los Angeles County),Multiple Race,Race Alone,227
2021,CA-612,Glendale CoC (Los Angeles County),Multiple Race,Race Combination,227
2021,CA-613,Imperial County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,*
2021,CA-613,Imperial County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,*
2021,CA-613,Imperial County CoC,Asian or Asian American,Race Alone,*
2021,CA-613,Imperial County CoC,Asian or Asian American,Race Combination,*
2021,CA-613,Imperial County CoC,"Black, African American, or African",Race Alone,80
2021,CA-613,Imperial County CoC,"Black, African American, or African",Race Combination,37
2021,CA-613,Imperial County CoC,Hispanic/Latina/e/o,Race Alone,69
2021,CA-613,Imperial County CoC,Hispanic/Latina/e/o,Race Combination,1191
2021,CA-613,Imperial County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-613,Imperial County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2021,CA-613,Imperial County CoC,White,Race Alone,163
2021,CA-613,Imperial County CoC,White,Race Combination,1159
2021,CA-613,Imperial County CoC,Multiple Race,Race Alone,1202
2021,CA-613,Imperial County CoC,Multiple Race,Race Combination,1202
2021,CA-614,San Luis Obispo County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,29
2021,CA-614,San Luis Obispo County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,112
2021,CA-614,San Luis Obispo County CoC,Asian or Asian American,Race Alone,13
2021,CA-614,San Luis Obispo County CoC,Asian or Asian American,Race Combination,*
2021,CA-614,San Luis Obispo County CoC,"Black, African American, or African",Race Alone,94
2021,CA-614,San Luis Obispo County CoC,"Black, African American, or African",Race Combination,57
2021,CA-614,San Luis Obispo County CoC,Hispanic/Latina/e/o,Race Alone,128
2021,CA-614,San Luis Obispo County CoC,Hispanic/Latina/e/o,Race Combination,679
2021,CA-614,San Luis Obispo County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-614,San Luis Obispo County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2021,CA-614,San Luis Obispo County CoC,White,Race Alone,1141
2021,CA-614,San Luis Obispo County CoC,White,Race Combination,677
2021,CA-614,San Luis Obispo County CoC,Multiple Race,Race Alone,744
2021,CA-614,San Luis Obispo County CoC,Multiple Race,Race Combination,744
2022,All,California,"American Indian, Alaska Native, or Indigenous",Race Alone,3637
2022,All,California,"American Indian, Alaska Native, or Indigenous",Race Combination,12646
2022,All,California,Asian or Asian American,Race Alone,5482
2022,All,California,Asian or Asian American,Race Combination,2429
2022,All,California,"Black, African American, or African",Race Alone,80453
